 Conditioning data
 5
 1: n
 2: x
 3: y
 4: z
 5: value
           1   98.50000       99.50000      0.5    2.164000    
           2   63.50000       44.50000      0.5    11.80600    
           3   89.50000       84.50000      0.5    2.183000    
           4   85.50000       67.50000      0.5    8.566000    
           5   54.50000       56.50000      0.5   0.8683000    
           6   80.50000       96.50000      0.5    2.604000    
           7   39.50000       40.50000      0.5   0.8402000    
           8   23.50000       94.50000      0.5    2.725000    
           9   46.50000       44.50000      0.5   0.8751000    
          10   42.50000       36.50000      0.5    14.57200    
          11   6.500000       92.50000      0.5    1.893000    
          12   66.50000       48.50000      0.5    7.110000    
          13   18.50000       38.50000      0.5    10.12700    
          14   91.50000       79.50000      0.5    1.924000    
          15   18.50000       90.50000      0.5    2.485000    
          16   56.50000       17.50000      0.5    5.433000    
          17   42.50000       12.50000      0.5    2.570000    
          18   17.50000       90.50000      0.5    1.869000    
          19   62.50000       58.50000      0.5   9.3699999E-02
          20   87.50000       73.50000      0.5    1.046000    
          21   62.50000       64.50000      0.5   0.9600000    
          22   66.50000       50.50000      0.5    8.535000    
          23   54.50000       15.50000      0.5    5.477000    
          24   46.50000       58.50000      0.5    1.470000    
          25   57.50000       94.50000      0.5    3.511000    
          26   12.50000       66.50000      0.5    3.511000    
          27   53.50000       94.50000      0.5    1.176000    
          28   53.50000       96.50000      0.5    1.704000    
          29   19.50000       46.50000      0.5    2.114000    
          30   55.50000       50.50000      0.5   0.7749000    
          31   14.50000       58.50000      0.5    8.368000    
          32   47.50000       47.50000      0.5   0.5574000    
          33   93.50000       90.50000      0.5    2.191000    
          34   58.50000       38.50000      0.5    8.427000    
          35   3.500000       71.50000      0.5    1.959000    
          36   68.50000       61.50000      0.5   0.6663000    
          37   55.50000       7.500000      0.5    6.624000    
          38   14.50000       31.50000      0.5    2.754000    
          39   12.50000       75.50000      0.5    2.632000    
          40   85.50000       92.50000      0.5    1.176000    
          41   4.500000       88.50000      0.5    2.125000    
          42   31.50000       61.50000      0.5    11.81500    
          43   65.50000       83.50000      0.5    1.389000    
          44   88.50000       88.50000      0.5    2.571000    
          45   21.50000       74.50000      0.5    2.772000    
          46   34.50000       41.50000      0.5    1.681000    
          47   54.50000       86.50000      0.5    3.467000    
          48   19.50000       60.50000      0.5    9.556000    
          49   83.50000       4.500000      0.5    1.225000    
          50   77.50000       26.50000      0.5    7.180000    
